                    -0.9900000                     0.5300000                     2.5000000
                    -0.9900000                     0.5400000                     2.5000000
                    -0.9900000                     0.5500000                     2.5000000
                    -0.9900000                     0.5599999                     2.5000000
                    -0.9900000                     0.5700000                     2.5000000
                    -0.9900000                     0.5800000                     2.5000000
                    -0.9900000                     0.5900000                     2.5000000
                    -0.9900000                     0.6000000                     2.5000000
                    -0.9900000                     0.6100000                     2.5000000
                    -0.9900000                     0.6199999                     2.5000000
                    -0.9900000                     0.6299999                     2.5000000
                    -0.9900000                     0.6400000                     2.5000000
                    -0.9900000                     0.6500000                     2.5000000
                    -0.9900000                     0.6600000                     2.5000000
                    -0.9900000                     0.6700000                     2.5000000
                    -0.9900000                     0.6799999                     2.5000000
                    -0.9900000                     0.6899999                     2.5000000
                    -0.9900000                     0.7000000                     2.5000000
                    -0.9900000                     0.7100000                     2.5000000
                    -0.9900000                     0.7200000                     2.5000000
                    -0.9900000                     0.7300000                     2.5000000
                    -0.9900000                     0.7399999                     2.5000000
                    -0.9900000                     0.7499999                     2.5000000
                    -0.9900000                     0.7600000                     2.5000000
                    -0.9900000                     0.7700000                     2.5000000
                    -0.9900000                     0.7800000                     2.5000000
                    -0.9900000                     0.7900000                     2.5000000
                    -0.9900000                     0.8000000                     2.5000000
                    -0.9900000                     0.8099999                     2.5000000
                    -0.9900000                     0.8199999                     2.5000000
                    -0.9900000                     0.8300000                     2.5000000
                    -0.9900000                     0.8400000                     2.5000000
                    -0.9900000                     0.8500000                     2.5000000
                    -0.9900000                     0.8600000                     2.5000000
                    -0.9900000                     0.8699999                     2.5000000
                    -0.9900000                     0.8799999                     2.5000000
                    -0.9900000                     0.8900000                     2.5000000
                    -0.9900000                     0.9000000                     2.5000000
                    -0.9900000                     0.9100000                     2.5000000
                    -0.9900000                     0.9200000                     2.5000000
                    -0.9900000                     0.9299999                     2.5000000
                    -0.9900000                     0.9399999                     2.5000000
                    -0.9900000                     0.9499999                     2.5000000
                    -0.9900000                     0.9600000                     2.5000000
                    -0.9900000                     0.9700000                     2.5000000
                    -0.9900000                     0.9800000                     2.5000000
                    -0.9900000                     0.9899999                     2.5000000
                    -0.9900000                     1.0000000                     2.5000000
 
                    -0.9800000                    -0.9900000                     2.5000000
                    -0.9800000                    -0.9800000                     2.5000000
                    -0.9800000                    -0.9700000                     2.5000000
                    -0.9800000                    -0.9600000                     2.5000000
                    -0.9800000                    -0.9500000                     2.5000000
                    -0.9800000                    -0.9400000                     2.5000000
                    -0.9800000                    -0.9300000                     2.5000000
                    -0.9800000                    -0.9200000                     2.5000000
                    -0.9800000                    -0.9100000                     2.5000000
                    -0.9800000                    -0.9000000                     2.5000000
                    -0.9800000                    -0.8900000                     2.5000000
                    -0.9800000                    -0.8800000                     2.5000000
                    -0.9800000                    -0.8700000                     2.5000000
                    -0.9800000                    -0.8600000                     2.5000000
                    -0.9800000                    -0.8500000                     2.5000000
                    -0.9800000                    -0.8400000                     2.5000000
                    -0.9800000                    -0.8300000                     2.5000000
                    -0.9800000                    -0.8200000                     2.5000000
                    -0.9800000                    -0.8100000                     2.5000000
                    -0.9800000                    -0.8000000                     2.5000000
                    -0.9800000                    -0.7900000                     2.5000000
                    -0.9800000                    -0.7800000                     2.5000000
                    -0.9800000                    -0.7700000                     2.5000000
                    -0.9800000                    -0.7600000                     2.5000000
                    -0.9800000                    -0.7500000                     2.5000000
                    -0.9800000                    -0.7400000                     2.5000000
                    -0.9800000                    -0.7300000                     2.5000000
                    -0.9800000                    -0.7200000                     2.5000000
                    -0.9800000                    -0.7100000                     2.5000000
                    -0.9800000                    -0.7000000                     2.5000000
                    -0.9800000                    -0.6900000                     2.5000000
                    -0.9800000                    -0.6800000                     2.5000000
                    -0.9800000                    -0.6700000                     2.5000000
                    -0.9800000                    -0.6600000                     2.5000000
                    -0.9800000                    -0.6500000                     2.5000000
                    -0.9800000                    -0.6400000                     2.5000000
                    -0.9800000                    -0.6300000                     2.5000000
                    -0.9800000                    -0.6200000                     2.5000000
                    -0.9800000                    -0.6100000                     2.5000000
                    -0.9800000                    -0.6000000                     2.5000000
                    -0.9800000                    -0.5900000                     2.5000000
                    -0.9800000                    -0.5800000                     2.5000000
                    -0.9800000                    -0.5700000                     2.5000000
                    -0.9800000                    -0.5600000                     2.5000000
                    -0.9800000                    -0.5500000                     2.5000000
                    -0.9800000                    -0.5400000                     2.5000000
                    -0.9800000                    -0.5300000                     2.5000000
                    -0.9800000                    -0.5200000                     2.5000000
                    -0.9800000                    -0.5100000                     2.5000000
                    -0.9800000                    -0.5000000                     2.5000000
                    -0.9800000                    -0.4900000                     2.5000000
                    -0.9800000                    -0.4800000                     2.5000000
                    -0.9800000                    -0.4700000                     2.5000000
                    -0.9800000                    -0.4600000                     2.5000000
                    -0.9800000                    -0.4500000                     2.5000000
                    -0.9800000                    -0.4400000                     2.5000000
                    -0.9800000                    -0.4300000                     2.5000000
                    -0.9800000                    -0.4200000                     2.5000000
                    -0.9800000                    -0.4100000                     2.5000000
                    -0.9800000                    -0.4000000                     2.5000000
                    -0.9800000                    -0.3900000                     2.5000000
                    -0.9800000                    -0.3800000                     2.5000000
                    -0.9800000                    -0.3700000                     2.5000000
                    -0.9800000                    -0.3600000                     2.5000000
                    -0.9800000                    -0.3500000                     2.5000000
                    -0.9800000                    -0.3400000                     2.5000000
                    -0.9800000                    -0.3300000                     2.5000000
                    -0.9800000                    -0.3200000                     2.5000000
                    -0.9800000                    -0.3100000                     2.5000000
                    -0.9800000                    -0.3000000                     2.5000000
                    -0.9800000                    -0.2900000                     2.5000000
                    -0.9800000                    -0.2800000                     2.5000000
                    -0.9800000                    -0.2700000                     2.5000000
                    -0.9800000                    -0.2600000                     2.5000000
                    -0.9800000                    -0.2500000                     2.5000000
                    -0.9800000                    -0.2400000                     2.5000000
                    -0.9800000                    -0.2300000                     2.5000000
                    -0.9800000                    -0.2200000                     2.5000000
                    -0.9800000                    -0.2100000                     2.5000000
                    -0.9800000                    -0.2000000                     2.5000000
                    -0.9800000                    -0.1900000                     2.5000000
                    -0.9800000                    -0.1800000                     2.5000000
                    -0.9800000                    -0.1700000                     2.5000000
                    -0.9800000                    -0.1600000                     2.5000000
                    -0.9800000                    -0.1500000                     2.5000000
                    -0.9800000                    -0.1400000                     2.5000000
                    -0.9800000                    -0.1300000                     2.5000000
                    -0.9800000                    -0.1200000                     2.5000000
                    -0.9800000                    -0.1100000                     2.5000000
                    -0.9800000                    -0.1000000                     2.5000000
                    -0.9800000                    -0.0900000                     2.5000000
                    -0.9800000                    -0.0800000                     2.5000000
                    -0.9800000                    -0.0700000                     2.5000000
                    -0.9800000                    -0.0600000                     2.5000000
                    -0.9800000                    -0.0500000                     2.5000000
                    -0.9800000                    -0.0400000                     2.5000000
                    -0.9800000                    -0.0300000                     2.5000000
                    -0.9800000                    -0.0200000                     2.5000000
                    -0.9800000                    -0.0100000                     2.5000000
                    -0.9800000                    -0.0000000                     2.5000000
                    -0.9800000                     0.0100000                     2.5000000
                    -0.9800000                     0.0200000                     2.5000000
                    -0.9800000                     0.0300000                     2.5000000
                    -0.9800000                     0.0400000                     2.5000000
                    -0.9800000                     0.0500000                     2.5000000
                    -0.9800000                     0.0600000                     2.5000000
                    -0.9800000                     0.0700000                     2.5000000
                    -0.9800000                     0.0800000                     2.5000000
                    -0.9800000                     0.0900000                     2.5000000
                    -0.9800000                     0.1000000                     2.5000000
                    -0.9800000                     0.1100000                     2.5000000
                    -0.9800000                     0.1200000                     2.5000000
                    -0.9800000                     0.1300000                     2.5000000
                    -0.9800000                     0.1400000                     2.5000000
                    -0.9800000                     0.1500000                     2.5000000
                    -0.9800000                     0.1600000                     2.5000000
                    -0.9800000                     0.1700000                     2.5000000
                    -0.9800000                     0.1800000                     2.5000000
                    -0.9800000                     0.1900000                     2.5000000
                    -0.9800000                     0.2000000                     2.5000000
                    -0.9800000                     0.2100000                     2.5000000
                    -0.9800000                     0.2200000                     2.5000000
                    -0.9800000                     0.2300000                     2.5000000
                    -0.9800000                     0.2400000                     2.5000000
                    -0.9800000                     0.2500000                     2.5000000
                    -0.9800000                     0.2600000                     2.5000000
                    -0.9800000                     0.2700000                     2.5000000
                    -0.9800000                     0.2800000                     2.5000000
                    -0.9800000                     0.2900000                     2.5000000
                    -0.9800000                     0.3000000                     2.5000000
                    -0.9800000                     0.3100000                     2.5000000
                    -0.9800000                     0.3200000                     2.5000000
                    -0.9800000                     0.3300000                     2.5000000
                    -0.9800000                     0.3400000                     2.5000000
                    -0.9800000                     0.3500000                     2.5000000
                    -0.9800000                     0.3600000                     2.5000000
                    -0.9800000                     0.3700000                     2.5000000
                    -0.9800000                     0.3800000                     2.5000000
                    -0.9800000                     0.3900000                     2.5000000
                    -0.9800000                     0.4000000                     2.5000000
                    -0.9800000                     0.4100000                     2.5000000
                    -0.9800000                     0.4200000                     2.5000000
                    -0.9800000                     0.4300000                     2.5000000
                    -0.9800000                     0.4400000                     2.5000000
                    -0.9800000                     0.4500000                     2.5000000
                    -0.9800000                     0.4600000                     2.5000000
                    -0.9800000                     0.4700000                     2.5000000
                    -0.9800000                     0.4800000                     2.5000000
                    -0.9800000                     0.4900000                     2.5000000
                    -0.9800000                     0.5000000                     2.5000000
                    -0.9800000                     0.5100000                     2.5000000
                    -0.9800000                     0.5200000                     2.5000000
                    -0.9800000                     0.5300000                     2.5000000
                    -0.9800000                     0.5400000                     2.5000000
                    -0.9800000                     0.5500000                     2.5000000
                    -0.9800000                     0.5599999                     2.5000000
                    -0.9800000                     0.5700000                     2.5000000
                    -0.9800000                     0.5800000                     2.5000000
                    -0.9800000                     0.5900000                     2.5000000
                    -0.9800000                     0.6000000                     2.5000000
                    -0.9800000                     0.6100000                     2.5000000
                    -0.9800000                     0.6199999                     2.5000000
                    -0.9800000                     0.6299999                     2.5000000
                    -0.9800000                     0.6400000                     2.5000000
                    -0.9800000                     0.6500000                     2.5000000
                    -0.9800000                     0.6600000                     2.5000000
                    -0.9800000                     0.6700000                     2.5000000
                    -0.9800000                     0.6799999                     2.5000000
                    -0.9800000                     0.6899999                     2.5000000
                    -0.9800000                     0.7000000                     2.5000000
                    -0.9800000                     0.7100000                     2.5000000
                    -0.9800000                     0.7200000                     2.5000000
                    -0.9800000                     0.7300000                     2.5000000
                    -0.9800000                     0.7399999                     2.5000000
                    -0.9800000                     0.7499999                     2.5000000
                    -0.9800000                     0.7600000                     2.5000000
                    -0.9800000                     0.7700000                     2.5000000
                    -0.9800000                     0.7800000                     2.5000000
                    -0.9800000                     0.7900000                     2.5000000
                    -0.9800000                     0.8000000                     2.5000000
                    -0.9800000                     0.8099999                     2.5000000
                    -0.9800000                     0.8199999                     2.5000000
                    -0.9800000                     0.8300000                     2.5000000
                    -0.9800000                     0.8400000                     2.5000000
                    -0.9800000                     0.8500000                     2.5000000
                    -0.9800000                     0.8600000                     2.5000000
                    -0.9800000                     0.8699999                     2.5000000
                    -0.9800000                     0.8799999                     2.5000000
                    -0.9800000                     0.8900000                     2.5000000
                    -0.9800000                     0.9000000                     2.5000000
                    -0.9800000                     0.9100000                     2.5000000
                    -0.9800000                     0.9200000                     2.5000000
                    -0.9800000                     0.9299999                     2.5000000
                    -0.9800000                     0.9399999                     2.5000000
                    -0.9800000                     0.9499999                     2.5000000
                    -0.9800000                     0.9600000                     2.5000000
                    -0.9800000                     0.9700000                     2.5000000
                    -0.9800000                     0.9800000                     2.5000000
                    -0.9800000                     0.9899999                     2.5000000
                    -0.9800000                     1.0000000                     2.5000000
 
                    -0.9700000                    -0.9900000                     2.5000000
                    -0.9700000                    -0.9800000                     2.5000000
                    -0.9700000                    -0.9700000                     2.5000000
                    -0.9700000                    -0.9600000                     2.5000000
                    -0.9700000                    -0.9500000                     2.5000000
                    -0.9700000                    -0.9400000                     2.5000000
                    -0.9700000                    -0.9300000                     2.5000000
                    -0.9700000                    -0.9200000                     2.5000000
                    -0.9700000                    -0.9100000                     2.5000000
                    -0.9700000                    -0.9000000                     2.5000000
                    -0.9700000                    -0.8900000                     2.5000000
                    -0.9700000                    -0.8800000                     2.5000000
                    -0.9700000                    -0.8700000                     2.5000000
                    -0.9700000                    -0.8600000                     2.5000000
                    -0.9700000                    -0.8500000                     2.5000000
                    -0.9700000                    -0.8400000                     2.5000000
                    -0.9700000                    -0.8300000                     2.5000000
                    -0.9700000                    -0.8200000                     2.5000000
                    -0.9700000                    -0.8100000                     2.5000000
                    -0.9700000                    -0.8000000                     2.5000000
                    -0.9700000                    -0.7900000                     2.5000000
                    -0.9700000                    -0.7800000                     2.5000000
                    -0.9700000                    -0.7700000                     2.5000000
                    -0.9700000                    -0.7600000                     2.5000000
                    -0.9700000                    -0.7500000                     2.5000000
                    -0.9700000                    -0.7400000                     2.5000000
                    -0.9700000                    -0.7300000                     2.5000000
                    -0.9700000                    -0.7200000                     2.5000000
                    -0.9700000                    -0.7100000                     2.5000000
                    -0.9700000                    -0.7000000                     2.5000000
                    -0.9700000                    -0.6900000                     2.5000000
                    -0.9700000                    -0.6800000                     2.5000000
                    -0.9700000                    -0.6700000                     2.5000000
                    -0.9700000                    -0.6600000                     2.5000000
                    -0.9700000                    -0.6500000                     2.5000000
                    -0.9700000                    -0.6400000                     2.5000000
                    -0.9700000                    -0.6300000                     2.5000000
                    -0.9700000                    -0.6200000                     2.5000000
                    -0.9700000                    -0.6100000                     2.5000000
                    -0.9700000                    -0.6000000                     2.5000000
                    -0.9700000                    -0.5900000                     2.5000000
                    -0.9700000                    -0.5800000                     2.5000000
                    -0.9700000                    -0.5700000                     2.5000000
                    -0.9700000                    -0.5600000                     2.5000000
                    -0.9700000                    -0.5500000                     2.5000000
                    -0.9700000                    -0.5400000                     2.5000000
                    -0.9700000                    -0.5300000                     2.5000000
                    -0.9700000                    -0.5200000                     2.5000000
                    -0.9700000                    -0.5100000                     2.5000000
                    -0.9700000                    -0.5000000                     2.5000000
                    -0.9700000                    -0.4900000                     2.5000000
                    -0.9700000                    -0.4800000                     2.5000000
                    -0.9700000                    -0.4700000                     2.5000000
                    -0.9700000                    -0.4600000                     2.5000000
                    -0.9700000                    -0.4500000                     2.5000000
                    -0.9700000                    -0.4400000                     2.5000000
                    -0.9700000                    -0.4300000                     2.5000000
                    -0.9700000                    -0.4200000                     2.5000000
                    -0.9700000                    -0.4100000                     2.5000000
                    -0.9700000                    -0.4000000                     2.5000000
                    -0.9700000                    -0.3900000                     2.5000000
                    -0.9700000                    -0.3800000                     2.5000000
                    -0.9700000                    -0.3700000                     2.5000000
                    -0.9700000                    -0.3600000                     2.5000000
                    -0.9700000                    -0.3500000                     2.5000000
                    -0.9700000                    -0.3400000                     2.5000000
                    -0.9700000                    -0.3300000                     2.5000000
                    -0.9700000                    -0.3200000                     2.5000000
                    -0.9700000                    -0.3100000                     2.5000000
                    -0.9700000                    -0.3000000                     2.5000000
                    -0.9700000                    -0.2900000                     2.5000000
                    -0.9700000                    -0.2800000                     2.5000000
                    -0.9700000                    -0.2700000                     2.5000000
                    -0.9700000                    -0.2600000                     2.5000000
                    -0.9700000                    -0.2500000                     2.5000000
                    -0.9700000                    -0.2400000                     2.5000000
                    -0.9700000                    -0.2300000                     2.5000000
                    -0.9700000                    -0.2200000                     2.5000000
                    -0.9700000                    -0.2100000                     2.5000000
                    -0.9700000                    -0.2000000                     2.5000000
                    -0.9700000                    -0.1900000                     2.5000000
                    -0.9700000                    -0.1800000                     2.5000000
                    -0.9700000                    -0.1700000                     2.5000000
                    -0.9700000                    -0.1600000                     2.5000000
                    -0.9700000                    -0.1500000                     2.5000000
                    -0.9700000                    -0.1400000                     2.5000000
                    -0.9700000                    -0.1300000                     2.5000000
                    -0.9700000                    -0.1200000                     2.5000000
                    -0.9700000                    -0.1100000                     2.5000000
                    -0.9700000                    -0.1000000                     2.5000000
                    -0.9700000                    -0.0900000                     2.5000000
                    -0.9700000                    -0.0800000                     2.5000000
                    -0.9700000                    -0.0700000                     2.5000000
                    -0.9700000                    -0.0600000                     2.5000000
                    -0.9700000                    -0.0500000                     2.5000000
